imo;speed 0.0 - 0.5;speed 0.5 - 1.0;speed 1.0 - 1.5;speed 1.5 - 2.0;speed 2.0 - 2.5;speed 2.5 - 3.0;speed 3.0 - 3.5;speed 3.5 - 4.0;speed 4.0 - 4.5;speed 4.5 - 5.0;speed 5.0 - 5.5;speed 5.5 - 6.0;speed 6.0 - 6.5;speed 6.5 - 7.0;speed 7.0 - 7.5;speed 7.5 - 8.0;speed 8.0 - 8.5;speed 8.5 - 9.0;speed 9.0 - 9.5;speed 9.5 - 10.0;speed 10.0 - 10.5;speed 10.5 - 11.0;speed 11.0 - 11.5;speed 11.5 - 12.0;speed 12.0 - 12.5;speed 12.5 - 13.0;speed 13.0 - 13.5;speed 13.5 - 14.0;speed 14.0 - 14.5;speed 14.5 - 15.0;speed 15.0 - 15.5;speed 15.5 - 16.0;speed 16.0 - 16.5;speed 16.5 - 17.0;speed 17.0 - 17.5;speed 17.5 - 18.0;speed 18.0 - 18.5;speed 18.5 - 19.0;speed 19.0 - 19.5;speed 19.5 - 20.0;speed 20.0 - 20.5;speed 20.5 - 21.0;speed 21.0 - 21.5;speed 21.5 - 22.0;speed 22.0 - 22.5;speed 22.5 - 23.0;speed 23.0 - 23.5;speed 23.5 - 24.0;speed 24.0 - 24.5;speed 24.5 - 25.0;speed 25.0 - 25.5;speed 25.5 - 26.0;speed 26.0 - 26.5;speed 26.5 - 27.0;speed 27.0 - 27.5;speed 27.5 - 28.0;speed 28.0 - 28.5;speed 28.5 - 29.0;speed 29.0 - 29.5;speed 29.5 - 30.0;speed >30.0
6162445;0.3923;0.0061;0.0047;0.0053;0.0049;0.0033;0.0024;0.0044;0.0025;0.0024;0.0012;0.0015;0.0031;0.0033;0.0057;0.0036;0.0064;0.0085;0.0137;0.0166;0.015;0.0166;0.0111;0.0086;0.0122;0.0194;0.0294;0.0318;0.0386;0.0395;0.0301;0.0141;0.0096;0.0165;0.029;0.0453;0.049;0.0405;0.018;0.0089;0.0122;0.0073;0.0028;0.0008;0.001;0.0004;0;0.0001;0.0001;0;0.0001;0;0;0;0;0;0;0;0;0;0
6186135;0.7525;0.0064;0.0034;0.0036;0.0022;0.0028;0.002;0.0018;0.0016;0.0022;0.0018;0.0038;0.003;0.0032;0.0036;0.0052;0.0032;0.0046;0.0046;0.0054;0.0054;0.0096;0.0114;0.0285;0.0389;0.051;0.0281;0.0084;0.0012;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6148027;0.5158;0.0077;0.0077;0.0068;0.0068;0.0239;0.0477;0.0051;0.0068;0.0026;0.0026;0.0026;0.0026;0.0034;0.0009;0.0068;0.0077;0.0153;0.0315;0.0486;0.0887;0.0895;0.0503;0.0111;0.006;0.0009;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5984849;0.8879;0.014;0.0019;0.0014;0.0005;0.0011;0.0014;0.0005;0.0003;0.0005;0.0005;0.0005;0.0005;0.0025;0.0019;0.0022;0.0011;0.0022;0.0041;0.0019;0.0005;0.0011;0.0011;0.0025;0.0027;0.003;0.0022;0.0041;0.0068;0.009;0.0104;0.0068;0.0137;0.0036;0.0016;0.0022;0.0014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6171718;0.6273;0.0233;0.0253;0.0205;0.0212;0.0166;0.0146;0.0122;0.012;0.0081;0.01;0.009;0.0116;0.0133;0.0231;0.0382;0.0439;0.0319;0.0273;0.0087;0.0018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6168393;0.7671;0.0115;0.0094;0.0088;0.0069;0.0065;0.0047;0.0053;0.0034;0.0059;0.0054;0.0049;0.0041;0.0042;0.0051;0.0058;0.0063;0.009;0.0062;0.0291;0.0275;0.0452;0.0154;0.0022;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6168412;0.6595;0.0221;0.015;0.0097;0.0083;0.0059;0.0088;0.0112;0.0069;0.0057;0.0083;0.0112;0.009;0.0067;0.0059;0.0078;0.0102;0.0074;0.0088;0.0116;0.0309;0.0568;0.0542;0.0147;0.0029;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6162744;0.2863;0.0113;0.0117;0.006;0.0051;0.0087;0.0075;0.0077;0.0091;0.0089;0.0111;0.0104;0.0087;0.0108;0.0094;0.0089;0.0106;0.0132;0.0143;0.0121;0.0108;0.0109;0.0106;0.0108;0.0138;0.0138;0.0149;0.0132;0.0138;0.0192;0.0136;0.0149;0.0194;0.0309;0.0464;0.0817;0.0657;0.0368;0.0189;0.017;0.0204;0.016;0.0089;0.0036;0.0021;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6166923;0.5442;0.0148;0.0086;0.0031;0.0022;0.0017;0.0028;0.0031;0.0024;0.0033;0.0038;0.0047;0.0065;0.0078;0.0072;0.0135;0.0141;0.0168;0.022;0.0408;0.0457;0.0672;0.0593;0.0494;0.0262;0.0157;0.0064;0.0043;0.0012;0.0007;0.0005;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6176066;0.1077;0.0068;0.0125;0.045;0.1759;0.0464;0.0998;0.1724;0.1099;0.0212;0.014;0.0085;0.0105;0.008;0.008;0.0088;0.0105;0.0096;0.0092;0.0153;0.0167;0.021;0.0424;0.0153;0.0044;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204399;0.4131;0.0053;0.016;0.0177;0.0115;0.0115;0.0071;0.0098;0.0372;0.0115;0.0053;0.0089;0.0195;0.031;0.0337;0.023;0.0098;0.0124;0.0124;0.0089;0.008;0.0284;0.0426;0.0647;0.078;0.0408;0.0257;0.0062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6208157;0.7457;0.008;0.0052;0.0079;0.0139;0.0201;0.0451;0.0473;0.0207;0.0124;0.0101;0.0083;0.0083;0.01;0.0069;0.0076;0.0058;0.0056;0.0045;0.0039;0.0013;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6208165;0.4802;0.0074;0.0122;0.0167;0.0249;0.0437;0.098;0.0945;0.0409;0.0244;0.0253;0.024;0.0183;0.0135;0.0106;0.0133;0.011;0.0081;0.0128;0.0093;0.0079;0.0027;0.0003;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6206911;0.6679;0.035;0.0214;0.0172;0.0144;0.0121;0.009;0.0059;0.0054;0.0039;0.0051;0.0023;0.0052;0.0052;0.0128;0.02;0.0218;0.0309;0.0419;0.0349;0.0164;0.0105;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6219400;0.0043;0.0043;0.0114;0.0171;0.0256;0.0513;0.2165;0.2821;0.0342;0.0014;0.0128;0.0157;0.0427;0.047;0.0157;0.0157;0.0028;0.0043;0.0114;0.0157;0.0328;0.0399;0.0328;0.0385;0.0199;0.0014;0.0028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6157593;0.2003;0.0026;0.0042;0.0029;0.0023;0.0025;0.0023;0.0033;0.0022;0.0031;0.0029;0.0043;0.002;0.0012;0.0029;0.0023;0.0031;0.0043;0.0064;0.0068;0.0064;0.0073;0.0115;0.015;0.0217;0.0209;0.0228;0.0248;0.0194;0.0208;0.0287;0.041;0.0537;0.0591;0.0642;0.0501;0.0611;0.0662;0.0513;0.0366;0.0242;0.0152;0.0067;0.0022;0.0042;0.002;0.0005;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0
6175725;0.5215;0.0055;0.0047;0.0043;0.0057;0.0058;0.0055;0.0048;0.007;0.0055;0.0071;0.0109;0.0119;0.0135;0.0163;0.0227;0.0259;0.0313;0.0345;0.0419;0.0621;0.0624;0.0414;0.0269;0.0108;0.0061;0.0026;0.0006;0.0004;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6143660;0.3527;0.0067;0.0053;0.0034;0.0034;0.0018;0.0026;0.0026;0.0024;0.0023;0.0021;0.0013;0.0011;0.0014;0.0013;0.0009;0.0013;0.002;0.0043;0.0169;0.0072;0.0143;0.0122;0.027;0.0183;0.0197;0.0133;0.0166;0.0129;0.0163;0.0098;0.019;0.0165;0.0358;0.029;0.0657;0.0417;0.0673;0.0308;0.0434;0.0207;0.0291;0.008;0.0081;0.0007;0.0006;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6151261;0.323;0.0052;0.0037;0.0027;0.0019;0.0032;0.0025;0.0029;0.0026;0.0017;0.0021;0.0021;0.0022;0.0021;0.0025;0.0039;0.0046;0.0125;0.0064;0.0182;0.017;0.0195;0.0196;0.0276;0.038;0.0395;0.0337;0.0328;0.0262;0.0356;0.0286;0.0307;0.0298;0.0292;0.0242;0.0401;0.0288;0.0343;0.0184;0.0137;0.0062;0.009;0.0047;0.0034;0.0021;0.0006;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6153410;0.2975;0.0038;0.0047;0.003;0.0028;0.0022;0.003;0.0019;0.0022;0.0016;0.0021;0.0019;0.0022;0.0027;0.003;0.0026;0.0044;0.0092;0.0184;0.0184;0.0169;0.0151;0.0197;0.0219;0.037;0.033;0.0372;0.0259;0.0303;0.0234;0.024;0.0213;0.0273;0.0344;0.0524;0.0494;0.0419;0.0274;0.024;0.0175;0.0155;0.0072;0.0039;0.0027;0.003;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6147521;0.2315;0.0057;0.0046;0.0048;0.0052;0.0032;0.0027;0.0025;0.0023;0.0023;0.0021;0.0023;0.0023;0.0039;0.0049;0.0054;0.006;0.0069;0.0084;0.0085;0.0079;0.0114;0.0121;0.01;0.0127;0.0123;0.0151;0.0217;0.026;0.0197;0.025;0.0225;0.0392;0.0326;0.0534;0.0453;0.0607;0.0554;0.0519;0.0217;0.0289;0.0273;0.0281;0.0178;0.0187;0.0055;0.0016;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0
6159863;0.3931;0.0065;0.0041;0.0039;0.0029;0.0044;0.0029;0.0019;0.0016;0.0021;0.0019;0.0019;0.0028;0.0008;0.0031;0.0029;0.0035;0.004;0.006;0.0074;0.019;0.0278;0.06;0.0662;0.0443;0.0249;0.0231;0.0174;0.0145;0.0178;0.0238;0.0233;0.017;0.015;0.025;0.0222;0.0315;0.027;0.018;0.0086;0.0068;0.0045;0.0037;0.0007;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6183233;0.9987;0;0.0003;0;0;0;0;0;0;0;0;0;0.0003;0;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6185636;0.7959;0.0279;0.0227;0.0359;0.0279;0.022;0.0174;0.0174;0.0071;0.0078;0.0052;0.004;0.0008;0.0023;0.001;0.0008;0.0004;0.001;0.0004;0.001;0;0.0006;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6215629;0.6527;0.0455;0.0175;0.013;0.0073;0.0126;0.0077;0.0126;0.0118;0.015;0.0106;0.0106;0.0065;0.0057;0.0057;0.0085;0.0175;0.0447;0.0504;0.0313;0.0097;0.002;0.0012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6191543;0.4712;0.0172;0.0093;0.0032;0.0042;0.0032;0.0037;0.0026;0.0037;0.0026;0.004;0.0033;0.0037;0.0039;0.0047;0.0047;0.0039;0.0086;0.0123;0.0225;0.0288;0.0387;0.0807;0.1102;0.0712;0.0434;0.0218;0.0076;0.0021;0.0016;0.0011;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6180049;0.5445;0.038;0.0353;0.0353;0.0223;0.017;0.0196;0.0196;0.0209;0.0196;0.0079;0.0157;0.0223;0.0092;0.0105;0.0183;0.0209;0.0105;0.0157;0.0196;0.0209;0.0249;0.0236;0.0065;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6192030;0.3673;0.0022;0.0007;0.0013;0.0007;0.0008;0.0006;0.001;0.0001;0.0007;0.0007;0.0013;0.0008;0.0022;0.002;0.0028;0.0027;0.0027;0.0059;0.0069;0.0114;0.0197;0.019;0.0275;0.0429;0.0367;0.0516;0.055;0.0533;0.0587;0.0576;0.0422;0.0396;0.0342;0.0197;0.0134;0.0086;0.0031;0.0014;0.0001;0.0004;0.0001;0.0001;0.0003;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6192038;0.3928;0.0031;0.0017;0.0019;0.0008;0.0009;0.002;0.0008;0.0009;0.0005;0.0017;0.0013;0.0011;0.0014;0.0019;0.0016;0.0027;0.0022;0.0027;0.0063;0.005;0.008;0.0116;0.0115;0.0248;0.0229;0.0297;0.0415;0.0455;0.041;0.0361;0.0529;0.0548;0.046;0.0424;0.0433;0.0308;0.013;0.0057;0.0031;0.0011;0.0002;0.0002;0.0003;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6192046;0.3426;0.0052;0.0013;0.0006;0.0003;0.0013;0.001;0.0017;0.0006;0.0008;0.0011;0.0013;0.0011;0.0017;0.003;0.003;0.0028;0.0031;0.0053;0.0066;0.0062;0.0111;0.0177;0.0287;0.0358;0.0386;0.0535;0.0877;0.1125;0.1026;0.057;0.0297;0.0094;0.0073;0.0052;0.0046;0.0039;0.0021;0.0014;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6192047;0.328;0.0056;0.0014;0.0011;0.0013;0.0004;0.0009;0.0014;0.0014;0.001;0.0019;0.0013;0.0029;0.002;0.0016;0.0017;0.0036;0.0036;0.012;0.0147;0.013;0.0177;0.027;0.021;0.0291;0.0284;0.029;0.033;0.0412;0.0501;0.0571;0.0648;0.0571;0.0565;0.0388;0.0244;0.016;0.0054;0.0013;0.001;0.0003;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029413;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6203436;0.4356;0.006;0.0078;0.0093;0.0119;0.0111;0.0118;0.0106;0.0078;0.0089;0.0072;0.0088;0.0062;0.0045;0.0058;0.0072;0.0065;0.0051;0.0057;0.0023;0.0015;0.0014;0.0015;0.0012;0.0026;0.0053;0.0271;0.1043;0.0722;0.0162;0.0338;0.0737;0.0509;0.0207;0.0068;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0
6203444;0.3988;0.0236;0.0053;0.0051;0.0047;0.0055;0.0045;0.0085;0.0086;0.0124;0.0104;0.0088;0.0096;0.0105;0.0058;0.0039;0.0035;0.0023;0.0039;0.0035;0.0023;0.0034;0.0057;0.0093;0.0085;0.0188;0.0578;0.1151;0.0681;0.0448;0.0325;0.0308;0.0448;0.0178;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6229308;0.9932;0.0009;0.0005;0.0004;0.0007;0.0005;0.0002;0;0.0002;0.0002;0;0.0004;0.0005;0.0002;0;0.0004;0.0002;0;0;0;0;0;0;0.0004;0.0005;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0
6207928;0.704;0.0073;0.0036;0.0044;0.0031;0.0029;0.0033;0.0047;0.006;0.0102;0.0145;0.022;0.0401;0.067;0.0475;0.0171;0.0167;0.0154;0.0067;0.0029;0.0004;0.0002;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6220135;0.6304;0.0428;0.008;0.0043;0.0037;0.0072;0.0075;0.0064;0.008;0.0064;0.0091;0.0107;0.007;0.0126;0.0134;0.0131;0.03;0.042;0.0463;0.0484;0.0219;0.0104;0.004;0.0035;0.0019;0.0005;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6189444;0.7275;0.0105;0.0055;0.003;0.005;0.0045;0.004;0.008;0.0085;0.0752;0.014;0.013;0.024;0.003;0.0015;0.0025;0.004;0.006;0.004;0.0075;0.0135;0.021;0.0215;0.0065;0.0035;0.0015;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216534;0.7082;0.0111;0.0035;0.003;0.0033;0.0054;0.0048;0.0054;0.0069;0.0154;0.0232;0.0274;0.0363;0.0475;0.0452;0.0373;0.0098;0.0039;0.0009;0.0013;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6232633;0.4237;0.0044;0.0023;0.0033;0.0024;0.0033;0.0017;0.0026;0.0017;0.0014;0.0015;0.0021;0.0026;0.0075;0.0122;0.0564;0.0345;0.1507;0.0641;0.1059;0.0345;0.0513;0.0164;0.0106;0.0024;0.0002;0.0002;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6199379;0.8506;0.0098;0.0052;0.0036;0.0034;0.0032;0.0034;0.0044;0.003;0.0066;0.0046;0.006;0.0052;0.0032;0.005;0.0042;0.0058;0.0082;0.0178;0.0277;0.0104;0.007;0.0018;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6221199;0.6795;0.007;0.0088;0.0046;0.0036;0.0051;0.0049;0.0036;0.0047;0.0069;0.0088;0.0157;0.0286;0.0261;0.0304;0.0376;0.04;0.0442;0.0274;0.0083;0.002;0.0013;0.0007;0.0002;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6199605;0.6747;0.0022;0.0022;0.0041;0.0039;0.0024;0.0025;0.0027;0.0032;0.0082;0.007;0.008;0.0126;0.0115;0.0116;0.0145;0.0147;0.0125;0.0122;0.0097;0.0059;0.0071;0.0092;0.0092;0.0116;0.0114;0.0154;0.0256;0.0245;0.0195;0.0138;0.0124;0.0088;0.004;0.0007;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204471;0.41;0.0508;0.0249;0.0124;0.0099;0.0056;0.0097;0.0081;0.005;0.0039;0.0075;0.0041;0.0083;0.0079;0.0116;0.0068;0.0147;0.0118;0.0135;0.0118;0.0095;0.0122;0.0135;0.011;0.0133;0.0106;0.0191;0.0224;0.023;0.0232;0.0203;0.046;0.087;0.0278;0.0133;0.006;0.0031;0.0002;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6200553;0.3797;0.0051;0.0029;0.0011;0.0029;0.0038;0.0021;0.0031;0.0023;0.0026;0.0032;0.0021;0.0024;0.0024;0.0029;0.0059;0.0092;0.0109;0.0137;0.0179;0.0393;0.0781;0.2096;0.0844;0.0328;0.028;0.0093;0.0171;0.0173;0.0023;0.0049;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204479;0.2864;0.0312;0.0196;0.0128;0.0065;0.0089;0.0089;0.0048;0.0048;0.0051;0.0031;0.0056;0.0046;0.0077;0.0085;0.008;0.0116;0.0181;0.022;0.0225;0.0259;0.0312;0.0193;0.0203;0.0155;0.0143;0.0184;0.0247;0.0297;0.0363;0.0452;0.073;0.0715;0.028;0.0225;0.0089;0.0039;0.0031;0.0053;0.0015;0.0002;0.0002;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6209733;0.5121;0.0162;0.0115;0.0106;0.0086;0.0079;0.0063;0.0061;0.0032;0.0054;0.0061;0.0057;0.0059;0.0066;0.0048;0.0093;0.014;0.0163;0.0217;0.0226;0.0192;0.0187;0.0228;0.0284;0.0425;0.0573;0.0526;0.03;0.0149;0.0048;0.0027;0.0023;0.0014;0.0007;0.0002;0;0.0002;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204872;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204873;0.9426;0.0023;0.0017;0.0011;0.0017;0.0029;0.0034;0.0006;0.0023;0.004;0.0034;0.0063;0.0057;0.0046;0.0046;0.0069;0.0034;0.0017;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204881;0.9624;0;0;0.0011;0.0005;0.0016;0.0022;0.0022;0.0022;0.0022;0.0044;0.0038;0.0049;0.0033;0.0044;0.0022;0.0011;0.0011;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6234963;0.6709;0.0319;0.0329;0.0294;0.0301;0.0466;0.0373;0.0238;0.0296;0.0217;0.017;0.0061;0.0016;0.0002;0.0021;0.0058;0.0049;0.0047;0.0035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6234971;0.8522;0.0102;0.0118;0.0126;0.0194;0.0262;0.0126;0.01;0.0083;0.0084;0.0048;0.0023;0.0063;0.0034;0.0023;0.0027;0.0029;0.0025;0.0009;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226580;0.8788;0.0334;0.0065;0.0056;0.0065;0.0046;0.0037;0.0022;0.0006;0.0012;0.0012;0.0015;0.0022;0.0009;0.0031;0.0155;0.0167;0.0065;0.0028;0.0046;0.0015;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6226588;0.893;0.0195;0.007;0.005;0.0043;0.0048;0.0019;0.001;0.001;0.0019;0.0014;0.0037;0.0019;0.0033;0.006;0.0116;0.0159;0.0093;0.0052;0.0023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6201503;0.4032;0.0121;0.0086;0.0064;0.0077;0.0088;0.0065;0.0066;0.0041;0.0052;0.0068;0.0052;0.0061;0.0068;0.0082;0.0101;0.0166;0.0089;0.0062;0.0092;0.011;0.0141;0.0166;0.0236;0.0258;0.0324;0.0389;0.0416;0.0404;0.0497;0.0547;0.0399;0.0324;0.0183;0.0058;0.0012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0
6205149;0.3989;0.0677;0.0274;0.0119;0.0059;0.0065;0.0059;0.007;0.0042;0.0037;0.0084;0.0112;0.0079;0.0217;0.0344;0.0493;0.0333;0.0342;0.0172;0.0236;0.0251;0.0251;0.0226;0.0253;0.0226;0.0164;0.0116;0.013;0.0136;0.0133;0.0132;0.0124;0.0043;0.0009;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6221593;0.4245;0.0085;0.0108;0.0103;0.0062;0.0058;0.0053;0.0048;0.0104;0.0134;0.0258;0.0638;0.0644;0.055;0.0838;0.0941;0.0798;0.0283;0.0041;0.0002;0.0002;0;0;0.0002;0.0002;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6209818;0.6895;0.0053;0.0077;0.0057;0.0028;0.0027;0.0037;0.0035;0.0028;0.0045;0.0095;0.0175;0.0228;0.0203;0.0211;0.0306;0.0675;0.0547;0.0203;0.0055;0.0018;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6179234;0.4812;0.0064;0.0042;0.003;0.002;0.0023;0.002;0.0028;0.0039;0.0069;0.0072;0.0102;0.0109;0.0133;0.0257;0.038;0.0529;0.0729;0.0837;0.0607;0.0504;0.033;0.0133;0.0067;0.0022;0.0025;0.0003;0;0.0003;0.0002;0.0002;0.0002;0.0002;0;0.0002;0.0002;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6175709;0.4988;0.0083;0.0064;0.0043;0.0041;0.0034;0.0052;0.0053;0.0073;0.0083;0.0093;0.0095;0.0089;0.0098;0.0159;0.0172;0.0287;0.0388;0.0427;0.0427;0.0526;0.0591;0.0539;0.0316;0.0188;0.0074;0.0012;0.0003;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6168404;0.6561;0.0276;0.02;0.0117;0.0122;0.0102;0.0088;0.0102;0.0066;0.0078;0.0071;0.0095;0.0083;0.0076;0.0085;0.0095;0.0073;0.009;0.01;0.0212;0.0566;0.0541;0.0183;0.0017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6213274;0.7029;0.1396;0.0495;0.0219;0.0135;0.0077;0.0028;0.004;0.0035;0.0021;0.0026;0.0041;0.0034;0.0127;0.0131;0.0105;0.0049;0.0009;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
